nar_adc_id	canonical_name	phase_bucket	drug_status	brand_name	synonyms	development_codes	antigen_name	payload_moa_target	antibody_name	payload_name	linker_name	indications	companies	reference_count	reference_dois	nct_ids
DRG0VSEXE	MG2001	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed	Tumor		0		
DRG0VSGFV	BRKB-28	Investigative	Investigative		BRKB28; BRKB 28		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Breast cancer Clinical candidate Gastric cancer Clinical candidate	Brickbio, Inc	0		
DRG0VULUJ	TQB2101	Phase1	Phase 1						Anti-ROR1 antibody	Undisclosed	Undisclosed	Colorectal cancer		0		NCT06948539; NCT07113925
DRG0VURPQ	NC-6201	Investigative	Investigative		E-7974+NCAB-001 (Nanocarrier); E-7974/NCAB-001 (Nanocarrier); NC6201; NC 6201		Epidermal growth factor receptor (EGFR)	Microtubule (MT)	NCAB001	E7974	Undisclosed	Solid tumors Clinical candidate 3D	NanoCarrier Co., Ltd	0		
DRG0VVKYV	FZ-AD005	Phase1	Phase 1						Anti-DLL3 antibody	DXd	Mc-Val-Ala-PABC double self-immolative linker	Brain cancer		0		NCT06424665; NCT07455045
DRG0VWNGX	BIO-201	Investigative	Investigative		BIO201; BIO 201; BIO-201 (BiOneCure Therapeutics)		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	BiOneCure Therapeutics, Inc	0		
DRG0VWODF	Anetumab corixetan	Investigative	Investigative		BAY 2287409; BAY-2287409; BAY2287409		Mesothelin (MSLN)		Anetumab	Undisclosed	Undisclosed Combination Type Corixetan	Solid tumors Clinical candidate	Bayer AG	0		
DRG0VXXXS	BIO105	Investigative	Investigative		BIO-105; BIO 105		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Neoplasms (; Investigative)	Boostimmune, Inc	0		
DRG0VYGBA	Araris ADC	Investigative	Investigative		Anti-Nectin-4 ADC(Araris Biotech); ArarisADC; Araris-ADC		Nectin-4 (NECTIN4)	Microtubule (MT)	Enfortumab	Monomethyl auristatin E	Cathepsin B cleavable linker Conjugate Type Site-specific enzymatic conjugation 	Breast cancer Clinical candidate Drug-to-Antibody Ratio 2 3D	Araris Biotech AG	0		
DRG0VYGGK	BMS-986148	Phase2	Phase 1/2 (Terminated)		BMS 986148; BMS-986148; Mesothelin-ADC		Mesothelin (MSLN)	Microtubule (MT)	BMS-986021	Tubulysin	Mc-Val-Cit	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3	Bristol Myers Squibb Co	3		NCT02341625; NCT02884726
DRG0VYKSA	LM-305	Phase2	Phase 1/2		LM 305; LM-305; LM305; AZD-0305; AZD 0305; AZD0305		G-protein coupled receptor family C group 5 member D (GPRC5D)	Microtubule (MT)	Undisclosed	Monomethyl auristatin E	Mc-Val-Cit-PABC	Multiple myeloma; Phase 2 Clinical Trial Drug-to-Antibody Ratio 4 3D	LaNova Medicines Ltd; AstraZeneca PLC	1		
DRG0WBCEJ	Vas-201	Investigative	Investigative		Vas 201; Vas201		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors (; Investigative)	VasGene Therapeutics, Inc	0		
DRG0WCBFK	Cirmtuzumab vedotin	Investigative	Investigative		UC-961ADC3		Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1)	Microtubule (MT)	Cirmtuzumab	Monomethyl auristatin E	Lysine-linker	B-cell chronic lymphocytic leukemia Clinical candidate Breast cancer Clinical candidate Castration-resistant prostatic c	University of California; Oncternal Therapeutics, Inc	0		
DRG0WCTHL	Pivekimab sunirine	Phase2	Phase 1/2		IMGN 632; IMGN-632; IMGN632; Pivekimab sunirine		Interleukin-3 receptor subunit alpha (IL3RA)	Human Deoxyribonucleic acid (hDNA)	Pivekimab	sulfonated DGN462	Mal-adipamide-Ala-Ala	Acute lymphoblastic leukemia; Phase 2 Clinical Trial Acute myeloid leukaemia; Phase 2 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2	ImmunoGen, Inc	0		
DRG0WCYUM	Lupartumab amadotin	Phase1	Phase 1 (Terminated)		Anti-C4.4a antibody-drug conjugates; Anti-LY6-PLAUR domain containing 3 antibody-drug conjugates; Anti-LYPD3 antibody-drug conjugates; BAY 1129980; BAY-1129980; BAY1129980; LYPD3 protein-directed antibody-drug conjugates; Lupartumab amadotin		Ly6/PLAUR domain-containing protein 3 (LYPD3)	Microtubule (MT)	Lupartumab	Auristatin W	Mc-hydrazide linker	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4	Bayer AG	0		
DRG0WEEMU	AT-03	Phase1	Phase 1						Anti-CLDN6 antibody	TCS132 (AxcynDOT)	A cleavable linker	Oesophageal cancer		0		NCT06809114
DRG0WEGRW	MGTA-C100	Investigative	Investigative		MGTAC100; MGTA C100; Anti-CD45 antibody-drug conjugate (Magenta Therapeutics); anti-CD45 antibody-drug conjugate (Magenta Therapeutics)		Receptor-type tyrosine-protein phosphatase C (PTPRC)		Undisclosed	Undisclosed	Undisclosed	Acute myeloid leukaemia Clinical candidate Arteriosclerosis Clinical candidate Bone marrow transplant rejection Clinical	Magenta Therapeutics, Inc	0		
DRG0WFJHW	BAT-8009	Phase1	Phase 1						Undisclosed	Exatecan		Solid tumor		0		
DRG0WGVKF	FS-1502	Phase3	Phase 3		FS-1502; Herceptin-LC-LBG-MMAF; IKS 014; IKS-014; IKS014; LCB14; LCB14-0110; Trastuzumab-LC-LBG-MMAF		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT) Conjugate Type Enzymatic Catalysis Combination Type mafodotin	Trastuzumab	Monomethyl auristatin F		Breast cancer; Phase 3 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2 3D	Iksuda Therapeutics; Shanghai Fosun Pharmaceutical	0		
DRG0WIBDT	HDP-101	Phase2	Phase 1/2		HDP 101; HDP-101; HDP101		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	J22.9-ISY	HDP 30.2115	Mal-Val-Ala-PAB	Multiple myeloma; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2 3D	Heidelberg Pharma AG; Huadong Medicine Co., Ltd; Hangzhou Zhongmeihuadong Pharmaceutical Co., Ltd; Heidelberg Pharma Research GmbH	1		
DRG0WIVJB	SYD1035	Investigative	Investigative		WO2015177360A1_ADC-HC120; SYD 1035; SYD-1035		Glutamate carboxypeptidase 2 (FOLH1)	Human Deoxyribonucleic acid (hDNA)	Anti-PSMA mAb wt HC T120C	seco-DUBA	Mal-PEG2-Val-Cit-PABA-Cyclization Spacer	Prostate cancer; Investigative Drug-to-Antibody Ratio 1.8 3D	Byodes Private Ltd	1		
DRG0WJKRI	DS-6157a	Phase1	Phase 1 (Terminated)		DS 6157a; DS-6157; DS-6157a; DS6157a		G-protein coupled receptor 20 (GPR20)	DNA topoisomerase 1 (TOP1)	Undisclosed	DX-8951 derivative (DXd)	Mc-Gly-Gly-Phe-Gly	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8 3D	Daiichi Sankyo Inc	1	10.1158/1078-0432.CCR-23-0640.	NCT04276415
DRG0WJWEG	AGS-67E	Phase1	Phase 1 (Terminated)		AGS 67E; AGS-67E; AGS67E		Leukocyte antigen CD37 (CD37)	Microtubule (MT)	AGS67C	Monomethyl auristatin E	Mc-Val-Cit-PABC	Acute myeloid leukaemia; Phase 1 Clinical Trial Chronic lymphocytic leukemia; Phase 1 Clinical Trial Hairy cell leukemia; Phase 1 Clinical Trial Prolymphocytic leukemia; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2.3 3D	Agensys, Inc	3		NCT02175433; NCT02610062
DRG0WLYOR	MLN2704	Phase2	Phase 2						MLN591	Mertansine DM1	Thiopentanoate linker	Prostate cancer		0		
DRG0WMPDO	<sup>111</sup>In-DOTA-5D3	Investigative	Investigative						Anti-PSMA mAb 5D3	Indium-111	Tetraxetan	Prostate cancer		0		
DRG0WNUZE	IMB-213I	Investigative	Investigative		IMB 213I; IMB213I		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	ImmunoBiochem Corp	0		
DRG0WNVBV	ICP-B794	Phase1	Phase 1						Anti-B7H3 antibody	TOP1 inhibitor	A cleavable linker	Unspecific solid tumor		0		NCT07136558
DRG0WOBTH	DS-3939	Phase2	Phase 2						Gatipotuzumab	DX-8951 derivative (DXd)	Mc-Gly-Gly-Phe-Gly	Solid tumor		0		
DRG0WOJVL	BB-1701	Phase2	Phase 2		BB 1701; BB-1701; BB1701		Receptor tyrosine-protein kinase erbB-2 (HER2 exon 20)	Microtubule (MT)	Undisclosed	Eribulin	Mc-PEG2-Val-Cit-PABC	Breast cancer; Phase 2 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Baili Sikang Biomedicine (Hangzhou) Co., Ltd	1		NCT04257110
DRG0WOUMV	RG-7841	Phase1	Phase 1						MLYE4489A	Monomethyl auristatin E	Mc-Val-Cit-PABC	Solid tumor		0		
DRG0WPYAS	BSI-04702	Phase2	Phase 2						R4702	Exatecan	Mal-PEG24-Val-Ala-PABC	Solid tumor		0		
DRG0WRFYU	PF-06650808	Phase1	Phase 1 (Terminated)		PF 6650808; PF-06650808; PF-6650808		Neurogenic locus notch homolog protein 3 (NOTCH3)	Microtubule (MT)	Anti-NOTCH3 mAb hu28	Auristatin 0101	Mc-Val-Cit-PABC	Breast cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Pfizer Inc	2		NCT02129205
DRG0WVXVY	DK-410	Investigative	Investigative		DK410; DK 410		Mucosal vascular addressin cell adhesion molecule 1 (MADCAM1)		Undisclosed	Undisclosed	Undisclosed Conjugate Type Diakines.	Crohn disease Clinical candidate Psoriasis Clinical candidate Rheumatoid arthritis Clinical candidate Sepsis Clinical ca	Deka Biosciences, Inc	0		
DRG0WWBVZ	BC3195	Phase1	Phase 1		BC-3195; BC 3195; BC3195		Cadherin-3 (CDH3)	Microtubule (MT) Conjugate Type Undisclosed	Undisclosed	Monomethyl auristatin E		Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed 3D	Wuxi Biocity Biopharmaceutics Co., Ltd	0		
DRG0WWZAS	SYS6010	Phase3	Phase 3		SYS 6010; SYS-6010; SYS6010; CPO 301; CPO-301; CPO301		Epidermal growth factor receptor (EGFR)	DNA topoisomerase 1 (TOP1) Conjugate Type Undisclosed	Undisclosed	JS-1		Lung cancer; Phase 3 Clinical Trial Breast cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 8	CSPC Pharmaceutical Group Ltd	0		
DRG0WXNKG	JBH-492	Phase1	Phase 1 (Terminated)		Anti-CCR7 antibody-drug conjugate - Novartis Pharmaceuticals; JBH 492; JBH-492; JBH492		C-C chemokine receptor type 7 (CCR7)	Microtubule (MT) Conjugate Type Undisclosed	A humanized Fc-silenced anti-CCR7 IgG1 antibody	Mertansine DM4		Chronic lymphocytic leukemia; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.8 3D	Novartis Pharmaceuticals Corp	0		
DRG0WXQJL	Vadastuximab talirine	Phase3	Phase 3 (Terminated)		33-A; 33A; Anti-CD33A targeted ADC; SGN CD33A; SGN-CD33A; Vadastuximab talirine		Myeloid cell surface antigen CD33 (CD33)	Human Deoxyribonucleic acid (hDNA)	Vadastuximab	SGD-1882	Mc-Val-Ala	Acute myeloid leukaemia; Phase 3 Clinical Trial Drug-to-Antibody Ratio 2 3D	Seagen Inc	7		NCT01902329; NCT02326584; NCT02614560; NCT02785900
DRG0WXTQM	APEC-1	Investigative	Investigative		APEC1; APEC 1		B-lymphocyte antigen CD20 (MS4A1)		Undisclosed	Undisclosed	Undisclosed	B-cell lymphoma Clinical candidate	Revitope Oncology, Inc	0		
DRG0WYSHT	RC-178	Investigative	Investigative		RC178; RC 178		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors IND	RemeGen Co., Ltd	0		
DRG0XBJHU	LY-3076226	Phase1	Phase 1 (Terminated)		Anti-FGFR3 Ab IMC-D11; LY 3076226; LY-3076226; LY3076 226; LY3076226		Fibroblast growth factor receptor 3 (FGFR3)	Microtubule (MT)	IMC-D11	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed 3D	Eli Lilly & Co	0		
DRG0XCSOA	ST8176AA1	Investigative	Investigative		ST 8176AA1; Trastuzumab-HDACi ADC		Receptor tyrosine-protein kinase erbB-2 (HER2)	Histone deacetylase 1 (HDAC1)	Trastuzumab	ST7612AA1	Maleimide-thiol linker	Solid tumors Clinical candidate Drug-to-Antibody Ratio 4.6 3D	Alfasigma SpA	0		
DRG0XCWMD	Cantuzumab ravtansine	Phase2	Phase 2 (Terminated)		C-242 DM4; C242 DM4 immunoconjugate; C242 maytansinoid-4 conjugate; Cantuzumab ravtansine; IMGN-242; Maytasinoid DM4-conjugated humanised monoclonal antibody huC242; Monoclonal antibody C-242 DM4 conjugate; huC242-DM4		Mucin-1 (MUC1)	Microtubule (MT)	Cantuzumab	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Gastric cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3 to 4 3D	ImmunoGen, Inc	4		NCT00352131; NCT00620607
DRG0XEXPT	SGN-STNV	Phase1	Phase 1 (Terminated)		SGN STNV; SGN-STNV; SGNSTNV		Onco-foetal sialyl-Tn	Microtubule (MT)	Undisclosed	Monomethyl auristatin E	Mc-Val-Cit-PABC	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed 3D	Seagen Inc	1		NCT04665921
DRG0XFQVE	SYSA-1801	Phase1	Phase 1 (Terminated)		CPO 102; CPO-102; CPO102; Claudin 18.2-MMAE ADC; SYSA1801; EO 3021; EO-3021; EO3021		Claudin-18.2 (CLDN18.2)	Microtubule (MT)	Anti-CLDN18.2 mAb SYSA-1801	Monomethyl auristatin E	PEG3-Val-Cit-PABC	Gastric cancer; Phase 1 Clinical Trial Pancreatic cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2 3D	CSPC Pharmaceutical Group Ltd; Elevation Oncology, Inc	1		NCT05009966
DRG0XFTRM	Bevacizumab vedotin	Investigative	Investigative		Bevacizumab-Val-Cit-PABC-MMAE; Bevacizumab Val Cit PABC MMAE		Vascular endothelial growth factor A (VEGFA)	Microtubule (MT)	Bevacizumab	Monomethyl auristatin E	Mc-Val-Cit-PABC	Breast cancer; Investigative Glioblastoma; Investigative Hepatocellular carcinoma; Investigative Drug-to-Antibody Ratio 1.9 3D		1	10.1016/j.bioorg.2023.106575.	
DRG0XGLSR	NOV0712-DM4	Investigative	Investigative		NOV0712 DM4		Cadherin-6 (CDH6)	Microtubule (MT)	Anti-CDH6 mAb NOV0712	Mertansine DM4	Sulfo-SPDB	Ovarian cancer; Investigative Renal cell carcinoma; Investigative Drug-to-Antibody Ratio 3.6 3D	Daiichi Sankyo Co., Ltd	1		
DRG0XHLKM	C6vc0101	Investigative	Investigative		C6-vc0101		Tumor-associated calcium signal transducer 2 (TROP2)		C6vc0101 antibody	Undisclosed	C6vc0101 linker	Lung cancer; Investigative Drug-to-Antibody Ratio 2	Pfizer Inc	0		
DRG0XHZLG	Cofetuzumab pelidotin	Phase1	Phase 1 (Terminated)		ABBV-647; Cofetuzumab pelidotin; PF-06523435; PF-06647020; PF-06647020, PTK7-ADC, ABBV-647, PTK7-Aur0101; PF-6647020; PF-7020; PTK7-ADC; PTK7-Aur0101; hu-24		Inactive tyrosine-protein kinase 7 (PTK7)	Microtubule (MT)	Cofetuzumab	Auristatin 0101	Mc-Val-Cit-PABC	Breast cancer; Phase 1 Clinical Trial Lung cancer; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	AbbVie, Inc; Stemcentrx, Inc; Pfizer Inc	3		NCT02222922; NCT03243331; NCT04189614
DRG0XIERX	P-1000	Investigative	Investigative		P1000; P 1000		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	German Cancer Research Center (Deutsches Krebsforschungszentrum, DKFZ)	0		
DRG0XJLTL	JNJ-95298177	Phase1	Phase 1						A humanized anti-PSMA IgG1k mAb	Amberstatin 269 (AS269)	Oxime-PEG3	Prostate cancer		0		NCT04662580
DRG0XKMVA	SYS6002	Phase2	Phase 2						Undisclosed	Monomethyl auristatin E	NH2-PEG3-Val-Cit-PABC	Solid tumor		0		
DRG0XKZBO	AZD-8205	Phase2	Phase 2						Puxitatug	AZ0132	Mal-PEG8-Val-Ala	Biliary tract cancer		0		
DRG0XLJJW	IMGN-388	Phase1	Phase 1						Intetumumab	Mertansine DM4		Breast cancer		0		
DRG0XLKYQ	IKS-01	Investigative	Investigative		IKS01; IKS 01		Folate receptor alpha (FOLR1)	Human Deoxyribonucleic acid (hDNA)	Isumab01	FGX2-62	Undisclosed Conjugate Type Iksuda's proprietary PermaLink conjugation technology	Lung cancer Clinical candidate Ovarian cancer Clinical candidate Drug-to-Antibody Ratio 2	Iontas, Inc; Iksuda Therapeutics Ltd; Femtogenix Ltd	0		
DRG0XLSWN	SC-006	Phase1	Phase 1 (Terminated)		SC 006; SC-006; SC006		E3 ubiquitin-protein ligase RNF43 (RNF43)	Human Deoxyribonucleic acid (hDNA) Conjugate Type Undisclosed Combination Type tesirine TTD ID D03MBU ChEBI ID CHEMBL4594495 General Information of The Activity Data Related to This ADC Identified from the Human Clinical Data Standard Type NCT Number Clinical Status Clinical Trial Description Objective Response Rate (ORR) NCT03035279 Phase 1 An open label phase 1 study of SC-006 as a single agent and in combination with ABBV-181 in subjects with advanced colorectal cancer. Full List of Activity Data of This Antibody-drug Conjugate Identified from the Human Clinical Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Objective Response Rate (ORR) 0.00% Patients Enrolled Patients with advanced metastatic or unresectable colorectal cancer. Administration Dosage SC-006-monotherapy, 2 to 12 ug/kg IV every 3 weeks. Related Clinical Trial NCT Number NCT03035279 Clinical Status Phase 1 Clinical Description An open label phase 1 study of SC-006 as a single agent and in combination with ABBV-181 in subjects with advanced colorectal cancer. References Ref 1 Anti-NaPi2b antibody-drug conjugate lifastuzumab vedotin (DNIB0600A) compared with pegylated liposomal doxorubicin in patients with platinum-resistant ovarian cancer in a randomized, open-label, phase II study. Ann Oncol. 2018 Apr 1;29(4):917-923. doi: 10.1093/annonc/mdy023.	Undisclosed	SC-DR003		Colorectal cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2	AbbVie, Inc	1	10.1093/annonc/mdy023.	NCT03035279
DRG0XOUNW	SDV-1001	Investigative	Investigative		SDV 1001; SDV1001		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Breast cancer Clinical candidate Colorectal cancer Clinical candidate Pancreatic cancer Clinical candidate	Syndivia SAS	0		
DRG0XOZXZ	SIB-029A	Investigative	Investigative		SIB-029A; SIB 029A		Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (HER3)		Undisclosed	Undisclosed	Undisclosed	Colon cancer Clinical candidate Head and neck cancer Clinical candidate Lung cancer Clinical candidate	Systimmune, Inc; Sichuan Baili Pharmaceutical Co., Ltd	0		
DRG0XPPOZ	Vorsetuzumab mafodotin	Phase1	Phase 1 (Terminated)		SGN 75; SGN-75; SGN75; Vorsetuzumab mafodotin		CD70 antigen (CD70)	Microtubule (MT)	Vorsetuzumab	Monomethyl auristatin F	Maleimido-caproyl	Kidney cancer; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3 to 4 3D	Seagen Inc	0		
DRG0XRAON	LOP-628	Phase1	Phase 1 (Terminated)		Anti-c-kit humanised IgG1 kappa antibody-maitansine conjugate (Novartis Pharma AG); Anti-c-kit humanised IgG1 kappa antibody-maytansine conjugate; Anti-c-kit humanised IgG1kappa antibody-maitansine conjugate; Anti-proto-oncogene protein; Anti-proto-oncogene protein c-kit IgG1 kappa antibody-maitansine conjugate; LOP 628; LOP-628; LOP62 8; LOP628		Mast/stem cell growth factor receptor Kit (KIT)	Microtubule (MT)	humanized Anti-KIT mAb LMJ729	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Acute myeloid leukaemia; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.5 3D	Novartis Pharma AG; Novartis AG	1		
DRG0XRBCK	DAN-405	Investigative	Investigative		DAN405; DAN 405		Glutamate carboxypeptidase 2 (FOLH1)	Microtubule (MT)	Undisclosed	Cabazitaxel	Undisclosed Conjugate Type Targeted high-capacity drug conjugate platform.	Castration resistant prostate cancer Clinical candidate Drug-to-Antibody Ratio 60-70 3D	Dantari	0		
DRG0XRDLA	S3F-CL-MMAE	Investigative	Investigative		SIA-01; SIA-101; SIA-102; SIA-103; SIA-104; Anti-SialylTn mAbs (Siamab Therapeutics)		Onco-foetal sialyl-Tn	Microtubule (MT)	Anti-sTn mAb S3F	Monomethyl auristatin E	Mc-Val-Cit-PABC	Solid tumors Clinical candidate 3D	Siamab Therapeutics, Inc	0		
DRG0XSBGL	PF-08046876	Phase1	Phase 1						Sigvotatug	AMDCPT	Mal based β-glucuronide linker	Oesophageal cancer		0		NCT07090499
DRG0XTOSR	STRO-004	Investigative	Investigative		STRO 004; STRO004		Tissue factor (F3)		Anti-TF mAb	Undisclosed	Undisclosed	Solid tumors Clinical candidate	Sutro Biopharma, Inc	0		
DRG0XUVMS	CBT-005	Investigative	Investigative		CBT005; CBT 005		Vascular endothelial growth factor A (VEGFA)		Undisclosed	Undisclosed	Undisclosed	Macular degeneration Clinical candidate	Cloudbreak Therapeutics LLC	0		
DRG0XVPES	LM-306	Investigative	Investigative		LM 306; LM306		Interleukin-13 receptor subunit alpha-2 (IL13RA2)		LM-106	Undisclosed	Undisclosed	Glioblastoma Clinical candidate Melanoma Clinical candidate	LaNova Medicines Ltd	0		
DRG0XWNPK	AK0406	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
DRG0XWTYJ	DXC-005	Phase1	Phase 1		DXC 005; DXC-005; DXC005; DAC 005; DAC-005; DAC005; Recombinant humanized anti-Muc1 antibody conjugated to Tub201; Recombinant humanized anti-Muc1 antibody conjugated to Tub201(Hangzhou DAC Biotechnology)		Mucin-1 (MUC1)	Microtubule (MT)	Undisclosed	Tubulysin B analog Tub201	Undisclosed Conjugate Type Undisclosed	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4.0 to 4.2	Hangzhou DAC Biotech Co., Ltd	0		
DRG0XXDCJ	ABL-202	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
